query,positive,negative
me siento muy caliente,IBUPROFENO 600 MG,PRITORPLUS 40 MG
dolor abdominal,RANITIDINA,ZALTRAP
tos seca,ROMILAR,PRITORPLUS 40 MG
molestias musculares,IBUPROFENO 400 MG,CASPOFUNGINA
todo me da vueltas,STUGERON,XARELTO
tengo irritación en la garganta,STREPSILS,SUTENT
dolor al tragar,JUVELAINE,LEVITRA 10 MG
mareo constante,BIODRAMINA,ZALTRAP
me pica la garganta,IBUPROFENO 400 MG,ZEJULA 100 MG
tengo mareos,CINARIZINA,CASPOFUNGINA
todo me da vueltas,BIODRAMINA,LEVITRA 10 MG
sensación de vómito,VOMISTOP,XARELTO
sensación de vómito,CARIBAN,SUTENT
no paro de toser,MUCOSAN,LEVITRA 10 MG
sensación de vómito,EMETROL,SUTENT
tengo alergia,AERIUS,PLUSVENT 25 MCG
me duelen los músculos,IBUPROFENO 400 MG,PLUSVENT 25 MCG
resfriado con congestión,ACTIFED,ZALTRAP
dolor de cabeza fuerte,ESPIDIFEN 600 MG,ZEJULA 100 MG
tengo náuseas,VOMISTOP,CASPOFUNGINA
me siento mareado y con ganas de vomitar,CARIBAN,XARELTO
tengo tos,FLUTOX,LEVITRA 10 MG
tos con mocos,ROMILAR,TRUVADA
dolor punzante en la cabeza,DESENFRIOL C,ZALTRAP
me duele la garganta,IBUPROFENO 400 MG,CASPOFUNGINA
estornudo mucho,LORATADINA,ZEJULA 100 MG
tos con mocos,FLUTOX,XARELTO
resfriado con congestión,NASONEX,TRUVADA
me siento mareado,VERTIGON,ZALTRAP
todo me da vueltas,CINARIZINA,ZALTRAP
tengo mareos,VERTIGON,PROPECIA
me siento mareado,STUGERON,TRUVADA
ojos llorosos y picor,EBASTEL,XARELTO
tengo tos,ROMILAR,CASPOFUNGINA
mareo constante,STUGERON,PROPECIA
tengo dolor muscular,IBUPROFENO 400 MG,TRUVADA
molestias musculares,VOLTAREN EMULGEL,TRUVADA
nariz taponada,NASONEX,ZEJULA 100 MG
resfriado con congestión,VICKS VAPORUB,TRUVADA
tengo tos,MUCOSAN,CASPOFUNGINA
estornudo mucho,LORATADINA,LEVITRA 10 MG
tengo fiebre,PARACETAMOL 1G,PLUSVENT 25 MCG
tengo molestias estomacales,ALMAX FORTE,XARELTO
me palpita la cabeza,ESPIDIFEN 600 MG,CASPOFUNGINA
me ha subido la temperatura,IBUPROFENO 600 MG,CASPOFUNGINA
resfriado con congestión,ACTIFED,XARELTO
me duele la cabeza,GELOCATIL 650 MG,PLUSVENT 25 MCG
no paro de toser,FARINGESIC,CASPOFUNGINA
me pica todo el cuerpo,LORATADINA,TRUVADA
todo me da vueltas,DOGMATIL,LEVITRA 10 MG
mareo constante,DOGMATIL,XARELTO
tengo irritación en la garganta,STREPSILS,PRITORPLUS 40 MG
tengo dolor muscular,ENOXOLONA,PROPECIA
dolor de cabeza fuerte,GELOCATIL 650 MG,XARELTO
me palpita la cabeza,GELOCATIL 650 MG,PLUSVENT 25 MCG
me siento mareado y con ganas de vomitar,VOMISTOP,TRUVADA
alergia primaveral,BILASTINA,SUTENT
ojos llorosos y picor,CETIRIZINA,LEVITRA 10 MG
ojos llorosos y picor,LORATADINA,XARELTO
resfriado con congestión,RHINATHIOL,ZALTRAP
sensación de vómito,DOMPERIDONA,XARELTO
me duele la cabeza,DESENFRIOL C,ZEJULA 100 MG
estoy febril,GELDOCHEK,PLUSVENT 25 MCG
no puedo respirar por la nariz,RHINATHIOL,ZEJULA 100 MG
nariz bloqueada,RESPIR,LEVITRA 10 MG
garganta inflamada,ANGILEPTOL,XARELTO
no paro de toser,MUCOSAN,TRUVADA
me duele la garganta,IBUPROFENO 400 MG,LEVITRA 10 MG
dolor punzante en la cabeza,DESENFRIOL C,XARELTO
tengo congestión nasal,NASONEX,PLUSVENT 25 MCG
me pica la garganta,FLUBIOGRIP,PLUSVENT 25 MCG
dolor de cabeza fuerte,ACTRON COMPUESTO,XARELTO
tengo tos,FLUTOX,ZEJULA 100 MG
tengo alergia,AERIUS,XARELTO
todo me da vueltas,DOGMATIL,SUTENT
me duelen los músculos,IBUPROFENO 400 MG,CASPOFUNGINA
nariz bloqueada,VICKS VAPORUB,PRITORPLUS 40 MG
tengo tos,ROMILAR,PRITORPLUS 40 MG
me ha subido la temperatura,IBUPROFENO 600 MG,ZALTRAP
me palpita la cabeza,ASPIRINA C,CASPOFUNGINA
me pica todo el cuerpo,AERIUS,SUTENT
me siento mareado,CINARIZINA,CASPOFUNGINA
me tambaleo al caminar,DOGMATIL,ZALTRAP
fiebre alta,PARACETAMOL 1G,ZALTRAP
tengo agujetas,FLEXIUM GEL,ZALTRAP
me duele la cabeza,ASPIRINA C,PROPECIA
estornudo mucho,LORATADINA,LEVITRA 10 MG
dolor abdominal,BUSCAPINA COMPOSITUM,TRUVADA
me dan arcadas,EMETROL,TRUVADA
tengo fiebre,TERMALGIN,TRUVADA
mareo constante,CINARIZINA,ZEJULA 100 MG
tengo molestias estomacales,OMEPRAZOL 20 MG,CASPOFUNGINA
me pica todo el cuerpo,LORATADINA,PROPECIA
dolor punzante en la cabeza,ASPIRINA C,PRITORPLUS 40 MG
me ha subido la temperatura,TERMALGIN,XARELTO
me tambaleo al caminar,BIODRAMINA,XARELTO
mareo constante,DOGMATIL,SUTENT
tengo molestias estomacales,ESPAVEN,SUTENT
me ha subido la temperatura,TERMALGIN,CASPOFUNGINA
tengo agujetas,IBUPROFENO 400 MG,CASPOFUNGINA
tengo náuseas,CARIBAN,PRITORPLUS 40 MG
fiebre alta,DAFALGAN,PROPECIA
todo me da vueltas,BIODRAMINA,TRUVADA
nariz bloqueada,RHINATHIOL,XARELTO
dolor de cabeza fuerte,DESENFRIOL C,XARELTO
tos con mocos,ROMILAR,PLUSVENT 25 MCG
dolor de cabeza fuerte,ESPIDIFEN 600 MG,ZEJULA 100 MG
fiebre alta,DAFALGAN,LEVITRA 10 MG
molestias musculares,ENOXOLONA,PLUSVENT 25 MCG
dolor de cabeza fuerte,ASPIRINA C,TRUVADA
tengo cefalea,ASPIRINA C,PROPECIA
tengo cefalea,ESPIDIFEN 600 MG,PRITORPLUS 40 MG
molestias musculares,IBUPROFENO 400 MG,PLUSVENT 25 MCG
ojos llorosos y picor,BILASTINA,XARELTO
me pica la garganta,IBUPROFENO 400 MG,XARELTO
no puedo respirar por la nariz,RHINATHIOL,ZEJULA 100 MG
tengo cefalea,ESPIDIFEN 600 MG,CASPOFUNGINA
me ahogo con la tos,ROMILAR,PROPECIA
me duelen los músculos,FLEXIUM GEL,LEVITRA 10 MG
mareo constante,VERTIGON,CASPOFUNGINA
garganta inflamada,STREPSILS,PLUSVENT 25 MCG
no paro de toser,FARINGESIC,TRUVADA
dolor fuerte en la barriga,OMEPRAZOL 20 MG,ZALTRAP
estómago revuelto,CARIBAN,PRITORPLUS 40 MG
dolor fuerte en la barriga,ALMAX FORTE,TRUVADA
tengo cefalea,ACTRON COMPUESTO,PRITORPLUS 40 MG
nariz taponada,VICKS VAPORUB,PLUSVENT 25 MCG
me pica todo el cuerpo,EBASTEL,XARELTO
dolor abdominal,OMEPRAZOL 20 MG,PROPECIA
alergia primaveral,LORATADINA,PRITORPLUS 40 MG
resfriado con congestión,RHINATHIOL,ZALTRAP
tengo agujetas,IBUPROFENO 400 MG,TRUVADA
molestias musculares,ENOXOLONA,TRUVADA
me duele la garganta,FLUBIOGRIP,PRITORPLUS 40 MG
estornudo mucho,AERIUS,ZALTRAP
dolor fuerte en la barriga,ESPAVEN,XARELTO
dolor al tragar,FLUBIOGRIP,PRITORPLUS 40 MG
me palpita la cabeza,ACTRON COMPUESTO,PRITORPLUS 40 MG
me duele todo el cuerpo,VOLTAREN EMULGEL,PLUSVENT 25 MCG
tengo mareos,BIODRAMINA,PRITORPLUS 40 MG
tengo náuseas,PRIMPERAN,XARELTO
fiebre alta,DAFALGAN,ZEJULA 100 MG
tengo cefalea,ASPIRINA C,PROPECIA
tengo molestias estomacales,ESPAVEN,ZALTRAP
retortijones,ALMAX FORTE,TRUVADA
retortijones,RANITIDINA,LEVITRA 10 MG
tengo alergia,BILASTINA,PROPECIA
me tambaleo al caminar,CINARIZINA,XARELTO
estoy febril,TERMALGIN,ZEJULA 100 MG
dolor abdominal,RANITIDINA,PRITORPLUS 40 MG
mareo constante,STUGERON,PLUSVENT 25 MCG
me pica todo el cuerpo,LORATADINA,PLUSVENT 25 MCG
tos seca,MUCOSAN,PROPECIA
tengo irritación en la garganta,ANGILEPTOL,SUTENT
me ahogo con la tos,FLUTOX,XARELTO
tengo molestias estomacales,RANITIDINA,PRITORPLUS 40 MG
me dan arcadas,VOMISTOP,ZALTRAP
tengo congestión nasal,ACTIFED,ZEJULA 100 MG
me duele la garganta,FLUBIOGRIP,LEVITRA 10 MG
todo me da vueltas,STUGERON,SUTENT
dolor al tragar,STREPSILS,ZALTRAP
ojos llorosos y picor,BILASTINA,PRITORPLUS 40 MG
me duele el estómago,RANITIDINA,CASPOFUNGINA
me siento muy caliente,IBUPROFENO 600 MG,LEVITRA 10 MG
tengo irritación en la garganta,STREPSILS,ZALTRAP
dolor de cabeza fuerte,GELOCATIL 650 MG,PRITORPLUS 40 MG
molestias musculares,ENOXOLONA,CASPOFUNGINA
me dan arcadas,PRIMPERAN,TRUVADA
tengo congestión nasal,VICKS VAPORUB,ZALTRAP
resfriado con congestión,ACTIFED,ZALTRAP
tengo agujetas,FLEXIUM GEL,ZEJULA 100 MG
garganta inflamada,IBUPROFENO 400 MG,CASPOFUNGINA
molestias musculares,ENOXOLONA,LEVITRA 10 MG
dolor punzante en la cabeza,ASPIRINA C,ZEJULA 100 MG
dolor abdominal,RANITIDINA,PRITORPLUS 40 MG
sensación de vómito,EMETROL,PRITORPLUS 40 MG
todo me da vueltas,STUGERON,CASPOFUNGINA
retortijones,ALMAX FORTE,TRUVADA
me duele todo el cuerpo,MYOLASTAN,XARELTO
retortijones,RANITIDINA,TRUVADA
no puedo respirar por la nariz,NASONEX,LEVITRA 10 MG
tengo fiebre,GELDOCHEK,ZEJULA 100 MG
nariz bloqueada,ACTIFED,PLUSVENT 25 MCG
nariz bloqueada,RESPIR,LEVITRA 10 MG
me palpita la cabeza,ACTRON COMPUESTO,ZALTRAP
me siento mareado y con ganas de vomitar,CARIBAN,LEVITRA 10 MG
tengo cefalea,ESPIDIFEN 600 MG,PLUSVENT 25 MCG
dolor punzante en la cabeza,DESENFRIOL C,LEVITRA 10 MG
molestias musculares,FLEXIUM GEL,PROPECIA
me duelen los músculos,IBUPROFENO 400 MG,PLUSVENT 25 MCG
tengo cefalea,DESENFRIOL C,PRITORPLUS 40 MG
tos seca,FLUTOX,XARELTO
alergia primaveral,LORATADINA,XARELTO
tengo fiebre,IBUPROFENO 600 MG,XARELTO
tengo fiebre,PARACETAMOL 1G,LEVITRA 10 MG
nariz bloqueada,ACTIFED,TRUVADA
no puedo respirar por la nariz,RHINATHIOL,SUTENT
dolor abdominal,RANITIDINA,LEVITRA 10 MG
me pica todo el cuerpo,AERIUS,ZALTRAP
tengo mareos,BIODRAMINA,PRITORPLUS 40 MG
me duele la cabeza,ASPIRINA C,PROPECIA
me tambaleo al caminar,DOGMATIL,ZALTRAP
alergia primaveral,LORATADINA,ZALTRAP
me siento mareado,CINARIZINA,LEVITRA 10 MG
tengo molestias estomacales,ALMAX FORTE,TRUVADA
tengo fiebre,GELDOCHEK,PROPECIA
fiebre alta,GELDOCHEK,XARELTO
garganta inflamada,IBUPROFENO 400 MG,CASPOFUNGINA
tengo irritación en la garganta,STREPSILS,XARELTO
tengo agujetas,ENOXOLONA,SUTENT
tengo congestión nasal,VICKS VAPORUB,SUTENT
me duele todo el cuerpo,VOLTAREN EMULGEL,XARELTO
me duele el estómago,RANITIDINA,PLUSVENT 25 MCG
tengo mareos,DOGMATIL,ZALTRAP
sensación de vómito,VOMISTOP,SUTENT
no puedo respirar por la nariz,VICKS VAPORUB,LEVITRA 10 MG
retortijones,OMEPRAZOL 20 MG,PRITORPLUS 40 MG
sensación de vómito,CARIBAN,XARELTO
tengo náuseas,PRIMPERAN,ZALTRAP
tengo dolor muscular,ENOXOLONA,ZALTRAP
nariz taponada,VICKS VAPORUB,XARELTO
me siento mareado y con ganas de vomitar,CARIBAN,ZEJULA 100 MG
fiebre alta,GELDOCHEK,PRITORPLUS 40 MG
resfriado con congestión,RESPIR,PRITORPLUS 40 MG
me duele el estómago,ALMAX FORTE,CASPOFUNGINA
me tambaleo al caminar,BIODRAMINA,TRUVADA
garganta inflamada,JUVELAINE,LEVITRA 10 MG
me siento mareado,DOGMATIL,LEVITRA 10 MG
todo me da vueltas,BIODRAMINA,TRUVADA
me siento mareado y con ganas de vomitar,VOMISTOP,SUTENT
dolor punzante en la cabeza,ESPIDIFEN 600 MG,LEVITRA 10 MG
todo me da vueltas,VERTIGON,ZEJULA 100 MG
tengo agujetas,VOLTAREN EMULGEL,TRUVADA
tos con mocos,ROMILAR,CASPOFUNGINA
tengo tos,BISOLVON,ZALTRAP
tengo alergia,BILASTINA,SUTENT
dolor de cabeza fuerte,DESENFRIOL C,PLUSVENT 25 MCG
tengo irritación en la garganta,JUVELAINE,TRUVADA
dolor punzante en la cabeza,ACTRON COMPUESTO,TRUVADA
me ha subido la temperatura,GELDOCHEK,TRUVADA
me palpita la cabeza,GELOCATIL 650 MG,LEVITRA 10 MG
tengo cefalea,ACTRON COMPUESTO,LEVITRA 10 MG
estómago revuelto,EMETROL,SUTENT
todo me da vueltas,BIODRAMINA,TRUVADA
me siento mareado y con ganas de vomitar,DOMPERIDONA,ZEJULA 100 MG
tengo irritación en la garganta,ANGILEPTOL,SUTENT
me dan arcadas,EMETROL,SUTENT
tengo molestias estomacales,OMEPRAZOL 20 MG,SUTENT
no paro de toser,ROMILAR,LEVITRA 10 MG
dolor fuerte en la barriga,RANITIDINA,PRITORPLUS 40 MG
resfriado con congestión,VICKS VAPORUB,XARELTO
me duele la cabeza,GELOCATIL 650 MG,XARELTO
tos con mocos,FLUTOX,ZALTRAP
resfriado con congestión,NASONEX,CASPOFUNGINA
fiebre alta,GELDOCHEK,PROPECIA
dolor fuerte en la barriga,BUSCAPINA COMPOSITUM,PRITORPLUS 40 MG
tengo tos,FLUTOX,PLUSVENT 25 MCG
tengo congestión nasal,ACTIFED,ZALTRAP
ojos llorosos y picor,AERIUS,XARELTO
me duelen los músculos,IBUPROFENO 400 MG,PROPECIA
sensación de vómito,VOMISTOP,TRUVADA
molestias musculares,ENOXOLONA,SUTENT
tengo mareos,CINARIZINA,CASPOFUNGINA
me pica la garganta,ANGILEPTOL,PROPECIA
me ahogo con la tos,ROMILAR,PROPECIA
dolor abdominal,ESPAVEN,PROPECIA
me palpita la cabeza,ASPIRINA C,PLUSVENT 25 MCG
sensación de vómito,VOMISTOP,LEVITRA 10 MG
tengo irritación en la garganta,JUVELAINE,PLUSVENT 25 MCG
garganta inflamada,ANGILEPTOL,LEVITRA 10 MG
tos con mocos,BISOLVON,PRITORPLUS 40 MG
nariz taponada,RHINATHIOL,CASPOFUNGINA
me siento muy caliente,TERMALGIN,PROPECIA
tengo fiebre,DAFALGAN,PLUSVENT 25 MCG
me palpita la cabeza,GELOCATIL 650 MG,PLUSVENT 25 MCG
no paro de toser,BISOLVON,PLUSVENT 25 MCG
me dan arcadas,DOMPERIDONA,LEVITRA 10 MG
ojos llorosos y picor,CETIRIZINA,XARELTO
tengo mareos,CINARIZINA,TRUVADA
todo me da vueltas,STUGERON,ZALTRAP
dolor abdominal,RANITIDINA,TRUVADA
no paro de toser,FLUTOX,SUTENT
tengo irritación en la garganta,ANGILEPTOL,ZEJULA 100 MG
garganta inflamada,STREPSILS,LEVITRA 10 MG
tengo agujetas,ENOXOLONA,PROPECIA
me duele la cabeza,GELOCATIL 650 MG,LEVITRA 10 MG
tengo cefalea,ACTRON COMPUESTO,XARELTO
dolor fuerte en la barriga,BUSCAPINA COMPOSITUM,ZEJULA 100 MG
me duele la garganta,FLUBIOGRIP,SUTENT
alergia primaveral,LORATADINA,PROPECIA
no paro de toser,MUCOSAN,TRUVADA
tengo irritación en la garganta,IBUPROFENO 400 MG,XARELTO
tengo dolor muscular,VOLTAREN EMULGEL,PRITORPLUS 40 MG
resfriado con congestión,ACTIFED,PROPECIA
tos con mocos,BISOLVON,ZEJULA 100 MG
me siento muy caliente,DAFALGAN,TRUVADA
todo me da vueltas,STUGERON,TRUVADA
alergia primaveral,BILASTINA,CASPOFUNGINA
me duele el estómago,ALMAX FORTE,SUTENT
me pica todo el cuerpo,LORATADINA,PRITORPLUS 40 MG
me duele la garganta,JUVELAINE,XARELTO
tos seca,MUCOSAN,XARELTO
tos seca,FLUTOX,PLUSVENT 25 MCG
resfriado con congestión,VICKS VAPORUB,PROPECIA
tos con mocos,FARINGESIC,ZEJULA 100 MG
tos seca,BISOLVON,LEVITRA 10 MG
mareo constante,BIODRAMINA,XARELTO
tengo náuseas,CARIBAN,PROPECIA
molestias musculares,MYOLASTAN,CASPOFUNGINA
me siento mareado,CINARIZINA,XARELTO
tos seca,MUCOSAN,ZEJULA 100 MG
molestias musculares,ENOXOLONA,PRITORPLUS 40 MG
me ha subido la temperatura,GELDOCHEK,LEVITRA 10 MG
me duele el estómago,ALMAX FORTE,SUTENT
tengo mareos,VERTIGON,XARELTO
nariz bloqueada,RESPIR,CASPOFUNGINA
fiebre alta,DAFALGAN,TRUVADA
tengo tos,BISOLVON,PROPECIA
dolor punzante en la cabeza,ASPIRINA C,ZALTRAP
ojos llorosos y picor,BILASTINA,SUTENT
dolor punzante en la cabeza,GELOCATIL 650 MG,LEVITRA 10 MG
tengo mareos,DOGMATIL,TRUVADA
tengo alergia,AERIUS,ZEJULA 100 MG
me ha subido la temperatura,TERMALGIN,PROPECIA
retortijones,ALMAX FORTE,LEVITRA 10 MG
tengo alergia,BILASTINA,ZALTRAP
retortijones,ALMAX FORTE,CASPOFUNGINA
me siento muy caliente,DAFALGAN,ZEJULA 100 MG
me pica la garganta,STREPSILS,SUTENT
resfriado con congestión,RHINATHIOL,LEVITRA 10 MG
estómago revuelto,PRIMPERAN,PROPECIA
tos seca,MUCOSAN,PROPECIA
me siento mareado y con ganas de vomitar,CARIBAN,PLUSVENT 25 MCG
nariz bloqueada,VICKS VAPORUB,ZALTRAP
me tambaleo al caminar,BIODRAMINA,ZALTRAP
estómago revuelto,VOMISTOP,PRITORPLUS 40 MG
dolor de cabeza fuerte,ACTRON COMPUESTO,ZEJULA 100 MG
tengo fiebre,IBUPROFENO 600 MG,ZEJULA 100 MG
me duelen los músculos,VOLTAREN EMULGEL,PLUSVENT 25 MCG
mareo constante,DOGMATIL,LEVITRA 10 MG
tengo alergia,LORATADINA,CASPOFUNGINA
garganta inflamada,IBUPROFENO 400 MG,ZEJULA 100 MG
me duelen los músculos,FLEXIUM GEL,PROPECIA
me duele la cabeza,GELOCATIL 650 MG,PROPECIA
tos con mocos,FARINGESIC,SUTENT
me ha subido la temperatura,DAFALGAN,ZEJULA 100 MG
me palpita la cabeza,ACTRON COMPUESTO,ZALTRAP
me siento muy caliente,IBUPROFENO 600 MG,PRITORPLUS 40 MG
no puedo respirar por la nariz,RESPIR,ZEJULA 100 MG
me pica la garganta,JUVELAINE,PLUSVENT 25 MCG
dolor al tragar,STREPSILS,CASPOFUNGINA
me duele el estómago,RANITIDINA,PLUSVENT 25 MCG
no paro de toser,MUCOSAN,XARELTO
no puedo respirar por la nariz,VICKS VAPORUB,PRITORPLUS 40 MG
todo me da vueltas,VERTIGON,CASPOFUNGINA
mareo constante,CINARIZINA,PLUSVENT 25 MCG
alergia primaveral,LORATADINA,PROPECIA
estornudo mucho,LORATADINA,ZEJULA 100 MG
no puedo respirar por la nariz,NASONEX,PLUSVENT 25 MCG
tengo alergia,LORATADINA,ZALTRAP
nariz taponada,ACTIFED,PROPECIA
molestias musculares,ENOXOLONA,ZALTRAP
tengo congestión nasal,NASONEX,PROPECIA
tengo tos,BISOLVON,ZALTRAP
no paro de toser,ROMILAR,TRUVADA
dolor punzante en la cabeza,ESPIDIFEN 600 MG,LEVITRA 10 MG
nariz bloqueada,VICKS VAPORUB,PLUSVENT 25 MCG
me duele todo el cuerpo,VOLTAREN EMULGEL,CASPOFUNGINA
retortijones,ALMAX FORTE,LEVITRA 10 MG
dolor abdominal,BUSCAPINA COMPOSITUM,ZEJULA 100 MG
no paro de toser,FARINGESIC,TRUVADA
retortijones,ALMAX FORTE,CASPOFUNGINA
estoy febril,TERMALGIN,PROPECIA
dolor de cabeza fuerte,GELOCATIL 650 MG,ZALTRAP
tengo agujetas,ENOXOLONA,PRITORPLUS 40 MG
me palpita la cabeza,ASPIRINA C,PROPECIA
tengo alergia,EBASTEL,ZEJULA 100 MG
me duelen los músculos,MYOLASTAN,ZALTRAP
tengo irritación en la garganta,IBUPROFENO 400 MG,PLUSVENT 25 MCG
me duele la cabeza,ACTRON COMPUESTO,PROPECIA
sensación de vómito,PRIMPERAN,ZEJULA 100 MG
tengo mareos,CINARIZINA,PLUSVENT 25 MCG
dolor de cabeza fuerte,ASPIRINA C,PRITORPLUS 40 MG
molestias musculares,MYOLASTAN,TRUVADA
estornudo mucho,EBASTEL,XARELTO
no paro de toser,FLUTOX,PLUSVENT 25 MCG
ojos llorosos y picor,CETIRIZINA,PLUSVENT 25 MCG
mareo constante,STUGERON,CASPOFUNGINA
tengo tos,FLUTOX,ZALTRAP
tengo agujetas,VOLTAREN EMULGEL,LEVITRA 10 MG
me siento muy caliente,DAFALGAN,ZEJULA 100 MG
estoy febril,IBUPROFENO 600 MG,ZALTRAP
dolor abdominal,ESPAVEN,LEVITRA 10 MG
me ahogo con la tos,FARINGESIC,XARELTO
tos con mocos,MUCOSAN,CASPOFUNGINA
tengo molestias estomacales,ESPAVEN,ZALTRAP
me siento mareado y con ganas de vomitar,EMETROL,PRITORPLUS 40 MG
fiebre alta,IBUPROFENO 600 MG,PROPECIA
todo me da vueltas,VERTIGON,XARELTO
nariz taponada,VICKS VAPORUB,PLUSVENT 25 MCG
dolor al tragar,ANGILEPTOL,ZALTRAP
tengo congestión nasal,ACTIFED,TRUVADA
me duelen los músculos,MYOLASTAN,ZEJULA 100 MG
no paro de toser,FLUTOX,PROPECIA
me duele el estómago,ALMAX FORTE,ZALTRAP
me pica todo el cuerpo,BILASTINA,XARELTO
me siento mareado,VERTIGON,ZALTRAP
tengo mareos,VERTIGON,LEVITRA 10 MG
me duele la garganta,STREPSILS,TRUVADA
sensación de vómito,VOMISTOP,PLUSVENT 25 MCG
me siento muy caliente,TERMALGIN,XARELTO
me ahogo con la tos,MUCOSAN,LEVITRA 10 MG
tengo tos,FARINGESIC,TRUVADA
nariz bloqueada,NASONEX,PROPECIA
me pica todo el cuerpo,AERIUS,CASPOFUNGINA
me duele todo el cuerpo,VOLTAREN EMULGEL,XARELTO
alergia primaveral,EBASTEL,LEVITRA 10 MG
me duele todo el cuerpo,IBUPROFENO 400 MG,CASPOFUNGINA
ojos llorosos y picor,EBASTEL,PROPECIA
me duelen los músculos,ENOXOLONA,SUTENT
me duele la cabeza,ACTRON COMPUESTO,PROPECIA
me duele todo el cuerpo,ENOXOLONA,XARELTO
nariz bloqueada,RHINATHIOL,LEVITRA 10 MG
estoy febril,GELDOCHEK,PRITORPLUS 40 MG
ojos llorosos y picor,BILASTINA,XARELTO
nariz bloqueada,RESPIR,SUTENT
dolor abdominal,ALMAX FORTE,XARELTO
tengo agujetas,ENOXOLONA,LEVITRA 10 MG
fiebre alta,TERMALGIN,LEVITRA 10 MG
estómago revuelto,PRIMPERAN,LEVITRA 10 MG
me pica la garganta,IBUPROFENO 400 MG,ZEJULA 100 MG
nariz bloqueada,ACTIFED,ZEJULA 100 MG
alergia primaveral,BILASTINA,PRITORPLUS 40 MG
me pica todo el cuerpo,BILASTINA,TRUVADA
dolor fuerte en la barriga,ALMAX FORTE,PRITORPLUS 40 MG
me pica la garganta,JUVELAINE,SUTENT
tengo agujetas,IBUPROFENO 400 MG,ZALTRAP
tengo alergia,CETIRIZINA,PROPECIA
alergia primaveral,BILASTINA,PRITORPLUS 40 MG
me pica todo el cuerpo,AERIUS,PRITORPLUS 40 MG
tengo mareos,BIODRAMINA,XARELTO
resfriado con congestión,NASONEX,SUTENT
me duelen los músculos,VOLTAREN EMULGEL,TRUVADA
tos seca,MUCOSAN,XARELTO
mareo constante,CINARIZINA,XARELTO
nariz bloqueada,ACTIFED,TRUVADA
tos con mocos,ROMILAR,SUTENT
tengo dolor muscular,VOLTAREN EMULGEL,PROPECIA
retortijones,ALMAX FORTE,ZALTRAP
me siento mareado y con ganas de vomitar,EMETROL,PROPECIA
me duele la garganta,ANGILEPTOL,PLUSVENT 25 MCG
dolor fuerte en la barriga,ALMAX FORTE,ZALTRAP
resfriado con congestión,VICKS VAPORUB,LEVITRA 10 MG
tengo congestión nasal,RHINATHIOL,CASPOFUNGINA
nariz bloqueada,VICKS VAPORUB,CASPOFUNGINA
me duelen los músculos,ENOXOLONA,SUTENT
dolor de cabeza fuerte,ESPIDIFEN 600 MG,SUTENT
me siento mareado,STUGERON,XARELTO
me duele todo el cuerpo,MYOLASTAN,ZALTRAP
tengo agujetas,FLEXIUM GEL,ZEJULA 100 MG
me pica todo el cuerpo,AERIUS,PLUSVENT 25 MCG
me ha subido la temperatura,IBUPROFENO 600 MG,TRUVADA
me pica todo el cuerpo,EBASTEL,SUTENT
me pica todo el cuerpo,BILASTINA,PLUSVENT 25 MCG
dolor abdominal,ESPAVEN,SUTENT
me ahogo con la tos,FLUTOX,XARELTO
molestias musculares,FLEXIUM GEL,ZALTRAP
me ha subido la temperatura,TERMALGIN,ZEJULA 100 MG
me siento mareado y con ganas de vomitar,CARIBAN,CASPOFUNGINA
todo me da vueltas,DOGMATIL,PLUSVENT 25 MCG
me siento mareado,DOGMATIL,PLUSVENT 25 MCG
molestias musculares,MYOLASTAN,SUTENT
estoy febril,TERMALGIN,CASPOFUNGINA
garganta inflamada,IBUPROFENO 400 MG,PROPECIA
garganta inflamada,FLUBIOGRIP,PRITORPLUS 40 MG
me siento mareado y con ganas de vomitar,PRIMPERAN,ZALTRAP
nariz bloqueada,ACTIFED,PROPECIA
estoy febril,TERMALGIN,LEVITRA 10 MG
garganta inflamada,STREPSILS,TRUVADA
nariz bloqueada,RESPIR,ZALTRAP
tengo fiebre,TERMALGIN,PRITORPLUS 40 MG
me duele la cabeza,ESPIDIFEN 600 MG,SUTENT
me duele el estómago,ESPAVEN,LEVITRA 10 MG
tengo dolor muscular,VOLTAREN EMULGEL,SUTENT
nariz taponada,ACTIFED,PLUSVENT 25 MCG
me duele la garganta,ANGILEPTOL,SUTENT
retortijones,BUSCAPINA COMPOSITUM,CASPOFUNGINA
dolor al tragar,ANGILEPTOL,SUTENT
garganta inflamada,FLUBIOGRIP,ZALTRAP
todo me da vueltas,DOGMATIL,ZEJULA 100 MG
tengo alergia,LORATADINA,SUTENT
me palpita la cabeza,ESPIDIFEN 600 MG,PLUSVENT 25 MCG
me palpita la cabeza,ESPIDIFEN 600 MG,PROPECIA
molestias musculares,IBUPROFENO 400 MG,PROPECIA
dolor abdominal,BUSCAPINA COMPOSITUM,ZALTRAP
me duele todo el cuerpo,FLEXIUM GEL,TRUVADA
me palpita la cabeza,DESENFRIOL C,XARELTO
mareo constante,BIODRAMINA,ZALTRAP
garganta inflamada,JUVELAINE,PRITORPLUS 40 MG
tengo dolor muscular,ENOXOLONA,PROPECIA
resfriado con congestión,VICKS VAPORUB,ZALTRAP
tengo alergia,BILASTINA,XARELTO
tengo molestias estomacales,ESPAVEN,LEVITRA 10 MG
estómago revuelto,VOMISTOP,PROPECIA
mareo constante,BIODRAMINA,LEVITRA 10 MG
